Player,Team,PTS.G,CareerYear_index,poscomp_rookie,poscomp_soph,CareerYear_c,Season_c,AST.G_c,MP.G_c,TS_c,USG_c,Team_Pace_c,poscomp_rookie_c,poscomp_soph_c,Pos
Lauri Markkanen,CHI,13.6,4,1,0,0.77178581,0.886029424,-0.758946288,0.023307268,1.439956674,-0.110669962,0.653079364,-0.412711333,-0.929047312,PF
Lauri Markkanen,CLE,14.8,5,1,0,1.49823595,1.174235226,-0.560067343,0.691925813,0.71477999,-0.242195236,-0.199567513,-0.412711333,-0.929047312,SF
Lonzo Ball,LAL,10.2,1,0,1,-1.40756461,0.021412021,2.373397105,1.146586423,-1.989933047,-0.63677106,1.062349864,-1.267341261,-0.099804817,PG
Lonzo Ball,LAL,9.9,2,0,1,-0.68111447,0.309617822,1.47844185,0.625063958,-1.147160144,-0.730717685,1.89949407,-1.267341261,-0.099804817,PG
Lonzo Ball,NOP,11.8,3,0,1,0.04533567,0.597823623,2.273957632,0.865766634,-0.559179049,-0.430088486,1.989409559,-1.267341261,-0.099804817,PG
Lonzo Ball,NOP,14.6,4,0,1,0.77178581,0.886029424,1.627601059,0.825649522,0.107199525,-0.054301987,0.950730637,-1.267341261,-0.099804817,PG
Lonzo Ball,CHI,13,5,0,1,1.49823595,1.174235226,1.329282641,1.200075907,0.577584401,-0.63677106,0.398835568,-1.267341261,-0.099804817,PG
Luka Dončić,DAL,21.2,1,1,0,-1.40756461,0.309617822,1.776760268,0.879139005,-0.010396694,1.824630509,0.659280432,-0.412711333,-0.929047312,SG
Luka Dončić,DAL,28.8,2,1,0,-0.68111447,0.597823623,3.168912887,1.066352198,0.773578099,3.008357982,0.749195921,-0.412711333,-0.929047312,PG
Luka Dončić,DAL,27.7,3,1,0,0.04533567,0.886029424,3.069473415,1.159958794,0.812776839,2.858043382,0.144591772,-0.412711333,-0.929047312,PG
Luka Dončić,DAL,28.4,4,1,0,0.77178581,1.174235226,3.119193151,1.307054874,0.499186922,3.121093932,-0.56853107,-0.412711333,-0.929047312,PG
Luka Dončić,DAL,32.4,5,1,0,1.49823595,1.462441027,2.771154996,1.414033841,1.243962975,3.158672582,-0.081747217,-0.412711333,-0.929047312,PG
Luke Kennard,DET,7.6,1,1,4,-1.40756461,0.021412021,-0.361188397,-0.752290245,0.283593854,-0.67434971,-0.224371785,-0.412711333,2.387922666,SG
Luke Kennard,DET,9.7,2,1,4,-0.68111447,0.309617822,-0.311468661,-0.377863859,0.283593854,-0.505245786,0.125988567,-0.412711333,2.387922666,SG
Luke Kennard,DET,15.8,3,1,4,0.04533567,0.597823623,0.832085277,0.972745602,0.851975579,-0.185827261,0.119787499,-0.412711333,2.387922666,SG
Luke Kennard,LAC,8.3,4,1,4,0.77178581,0.886029424,-0.361188397,-0.805779728,1.224363605,-0.693139035,0.048475215,-0.412711333,2.387922666,SG
Luke Kennard,LAC,11.9,5,1,4,1.49823595,1.174235226,-0.162309452,0.237265202,1.439956674,-0.74950701,0.321322216,-0.412711333,2.387922666,SG
Malik Monk,CHO,6.7,1,4,2,-1.40756461,0.021412021,-0.510347606,-1.608121982,-1.343153843,0.772428312,0.367830227,2.151178454,0.729437677,SG
Malik Monk,CHO,8.9,2,4,2,-0.68111447,0.309617822,-0.410908134,-1.12671663,-0.539579679,0.716060337,0.529058,2.151178454,0.729437677,SG
Malik Monk,CHO,10.3,3,4,2,0.04533567,0.597823623,-0.162309452,-0.578449423,-0.304387241,0.396641812,-0.382499024,2.151178454,0.729437677,SG
Malik Monk,CHO,11.7,4,4,2,0.77178581,0.886029424,-0.162309452,-0.631938907,0.459988182,0.565745737,0.473248386,2.151178454,0.729437677,SG
Malik Monk,LAL,13.8,5,4,2,1.49823595,1.174235226,0.23544844,0.330871798,1.008770537,-0.129459287,0.929026898,2.151178454,0.729437677,SG
Marcus Smart,BOS,7.8,1,2,1,-1.40756461,-0.843205383,0.334887912,0.183775718,-1.068762665,-1.068925535,-0.236773922,0.441918596,-0.099804817,PG
Marcus Smart,BOS,9.1,2,2,1,-0.68111447,-0.554999581,0.285168176,0.223892831,-1.61754502,-0.63677106,0.606571352,0.441918596,-0.099804817,PG
Marcus Smart,BOS,10.6,3,2,1,0.04533567,-0.26679378,1.080683959,0.638436329,-1.166759514,-0.373720511,-0.081747217,0.441918596,-0.099804817,SG
Marcus Smart,BOS,10.2,4,2,1,0.77178581,0.021412021,1.180123431,0.571574474,-1.303955103,-0.260984561,-0.224371785,0.441918596,-0.099804817,SG
Marcus Smart,BOS,8.9,5,2,1,1.49823595,0.309617822,0.78236554,0.250637573,0.440388812,-1.162872159,0.916624762,0.441918596,-0.099804817,SG
Mario Hezonja,ORL,6.1,1,1,2,-1.40756461,-0.554999581,-0.510347606,-1.033110034,-0.088794173,-0.730717685,-0.246075524,-0.412711333,0.729437677,SF
Mario Hezonja,ORL,4.9,2,1,2,-0.68111447,-0.26679378,-0.709226552,-1.447653532,-1.872336828,-0.373720511,-0.177863774,-0.412711333,0.729437677,SF
Mario Hezonja,ORL,9.6,3,1,2,0.04533567,0.021412021,-0.510347606,-0.471470456,-0.029996064,-0.167037936,0.343025954,-0.412711333,0.729437677,SF
Mario Hezonja,NYK,8.8,4,1,2,0.77178581,0.309617822,-0.46062787,-0.645311277,-0.951166446,0.096012613,0.832910341,-0.412711333,0.729437677,SF
Mario Hezonja,POR,4.8,5,1,2,1.49823595,0.597823623,-0.758946288,-1.233695597,-0.402384091,-1.294397434,1.146064285,-0.412711333,0.729437677,PF
Markelle Fultz,PHI,8.2,1,3,3,-1.40756461,0.309617822,0.334887912,-0.417980972,-1.833138088,-0.279773886,1.586340127,1.296548525,1.558680172,SG
Markelle Fultz,ORL,12.1,2,3,3,-0.68111447,0.597823623,1.329282641,0.277382315,-0.559179049,0.114801938,0.470147852,1.296548525,1.558680172,PG
Markelle Fultz,ORL,10.8,3,3,3,0.04533567,1.174235226,1.528161586,-0.752290245,-0.559179049,1.260950761,0.693386307,1.296548525,1.558680172,PG
Marquese Chriss,PHO,9.2,1,1,1,-1.40756461,-0.26679378,-0.858385761,-0.578449423,-0.323986611,-0.204616586,1.046847194,-0.412711333,-0.099804817,PF
Marquese Chriss,PHO,7.7,2,1,1,-0.68111447,0.021412021,-0.609787079,-0.591821794,-0.715974008,-0.505245786,1.136762683,-0.412711333,-0.099804817,PF
Marquese Chriss,CLE,5.7,3,1,1,0.04533567,0.309617822,-0.908105498,-1.474398273,-1.480349431,-0.016723337,-0.032138671,-0.412711333,-0.099804817,PF
Marquese Chriss,HOU,1.8,3,1,1,0.04533567,0.309617822,-1.00754497,-2.557560316,-3.028699648,-0.054301987,0.284115806,-0.412711333,-0.099804817,PF
Marquese Chriss,GSW,9.3,4,1,1,0.77178581,0.597823623,-0.261748924,-0.712173132,1.145966126,-0.336141861,1.105757342,-0.412711333,-0.099804817,PF
Marvin Bagley III,SAC,14.9,1,1,1,-1.40756461,0.309617822,-0.709226552,-0.043554587,0.322792593,0.640903037,1.986309025,-0.412711333,-0.099804817,PF
Marvin Bagley III,SAC,14.1,2,1,1,-0.68111447,0.886029424,-0.709226552,0.036679638,0.165997635,0.509377762,1.003439717,-0.412711333,-0.099804817,PF
Marvin Bagley III,DET,14.6,3,1,1,0.04533567,1.174235226,-0.659506816,0.21052046,0.773578099,0.077223288,0.414338238,-0.412711333,-0.099804817,PF
Marvin Bagley III,SAC,9.3,3,1,1,0.04533567,1.174235226,-0.908105498,-0.498215198,-0.657175898,-0.373720511,0.814307137,-0.412711333,-0.099804817,PF
Marvin Bagley III,DET,12,4,1,1,0.77178581,1.462441027,-0.758946288,-0.270884892,0.812776839,-0.073091312,0.746095387,-0.412711333,-0.099804817,C
Michael Porter Jr.,DEN,9.3,1,3,1,-1.40756461,0.597823623,-0.808666025,-1.233695597,1.400757934,0.283905863,0.051575749,1.296548525,-0.099804817,SF
Michael Porter Jr.,DEN,19,2,3,1,-0.68111447,0.886029424,-0.659506816,0.758787667,2.302328946,0.171169913,0.08258109,1.296548525,-0.099804817,SF
Michael Porter Jr.,DEN,17.4,3,3,1,0.04533567,1.462441027,-0.709226552,0.451223136,1.479155413,0.359063162,0.3926345,1.296548525,-0.099804817,SF
Michael Porter Jr.,DEN,16.7,4,3,1,0.77178581,1.750646828,-0.46062787,0.812277151,1.087168017,-0.016723337,-0.013535467,1.296548525,-0.099804817,SF
Mikal Bridges,PHO,8.3,1,3,1,-1.40756461,0.309617822,-0.162309452,0.518084991,0.205196374,-1.613815958,1.139863217,1.296548525,-0.099804817,SF
Mikal Bridges,PHO,9.1,2,3,1,-0.68111447,0.597823623,-0.311468661,0.317499427,1.459556043,-1.519869334,1.322794728,1.296548525,-0.099804817,SF
Mikal Bridges,PHO,13.5,3,3,1,0.04533567,0.886029424,-0.162309452,0.932628489,2.380726426,-1.106504184,0.163194977,1.296548525,-0.099804817,SF
Mikal Bridges,PHO,14.2,4,3,1,0.77178581,1.174235226,-0.062869979,1.226820649,1.596751632,-1.08771486,0.863915682,1.296548525,-0.099804817,SF
Mikal Bridges,BRK,26.1,5,3,1,1.49823595,1.462441027,0.136008967,1.146586423,1.204764236,1.787051859,0.401936102,1.296548525,-0.099804817,SG
Mikal Bridges,PHO,17.2,5,3,1,1.49823595,1.462441027,0.583486594,1.440778583,0.557985031,-0.298563211,0.420539307,1.296548525,-0.099804817,SF
Miles Bridges,CHO,7.5,1,1,0,-1.40756461,0.309617822,-0.609787079,-0.591821794,0.048401416,-1.068925535,0.529058,-0.412711333,-0.929047312,SF
Miles Bridges,CHO,13,2,1,0,-0.68111447,0.597823623,-0.311468661,0.678553442,-0.50038094,-0.148248612,-0.382499024,-0.412711333,-0.929047312,SF
Miles Bridges,CHO,12.7,3,1,0,0.04533567,0.886029424,-0.112589715,0.491340249,1.557552893,-0.655560385,0.473248386,-0.412711333,-0.929047312,PF
Miles Bridges,CHO,20.2,4,1,0,0.77178581,1.174235226,0.682926067,1.320427245,0.930373058,0.340273837,0.944529569,-0.412711333,-0.929047312,PF
Miles Bridges,CHO,21,5,1,0,1.49823595,1.750646828,0.434327385,1.574502292,0.205196374,0.734849662,0.104284829,-0.412711333,-0.929047312,SF
Mo Bamba,ORL,6.2,1,2,2,-1.40756461,0.309617822,-0.808666025,-1.247067968,-0.127992913,-0.561613761,0.364729693,0.441918596,0.729437677,C
Mo Bamba,ORL,5.4,2,2,2,-0.68111447,0.597823623,-0.858385761,-1.527887757,-0.069194803,-0.693139035,0.470147852,0.441918596,0.729437677,C
Mo Bamba,ORL,8,3,2,2,0.04533567,0.886029424,-0.808666025,-1.313929823,0.205196374,0.189959238,0.525957466,0.441918596,0.729437677,C
Mo Bamba,ORL,10.6,4,2,2,0.77178581,1.174235226,-0.609787079,0.009934897,0.71477999,-0.67434971,0.693386307,0.441918596,0.729437677,C
Mo Bamba,ORL,7.3,5,2,2,1.49823595,1.462441027,-0.659506816,-1.153461372,1.322360455,-0.843453635,0.677883637,0.441918596,0.729437677,C
Myles Turner,IND,10.3,1,2,0,-1.40756461,-0.554999581,-0.858385761,-0.377863859,-0.284787872,0.020855313,-0.03833974,0.441918596,-0.929047312,C
Myles Turner,IND,14.5,2,2,0,-0.68111447,-0.26679378,-0.560067343,0.772160038,0.773578099,-0.242195236,-0.273980331,0.441918596,-0.929047312,C
Myles Turner,IND,12.7,3,2,0,0.04533567,0.021412021,-0.560067343,0.344244169,0.420789442,-0.148248612,-0.196466978,0.441918596,-0.929047312,C
Myles Turner,IND,13.3,4,2,0,0.77178581,0.309617822,-0.410908134,0.397733653,0.420789442,-0.148248612,0.361629159,0.441918596,-0.929047312,C
Myles Turner,IND,12.1,5,2,0,1.49823595,0.597823623,-0.609787079,0.518084991,0.401190073,-0.542824436,0.600370284,0.441918596,-0.929047312,C
Obi Toppin,NYK,4.1,1,1,2,-1.40756461,0.886029424,-0.957825234,-1.955803626,0.557985031,-0.918610935,-0.357694751,-0.412711333,0.729437677,PF
Obi Toppin,NYK,9,2,1,2,-0.68111447,1.174235226,-0.659506816,-1.140089001,1.341959824,0.002065988,-0.32668941,-0.412711333,0.729437677,PF
Obi Toppin,NYK,7.4,3,1,2,0.04533567,1.462441027,-0.709226552,-1.327302193,0.381590703,-0.242195236,0.085681624,-0.412711333,0.729437677,PF
Obi Toppin,IND,10.3,4,1,2,0.77178581,1.750646828,-0.410908134,-0.605194165,2.576720124,-0.74950701,1.45301716,-0.412711333,0.729437677,PF
Obi Toppin,IND,10.5,5,1,2,1.49823595,2.038852629,-0.410908134,-0.805779728,1.89074218,-0.129459287,1.018942387,-0.412711333,0.729437677,PF
Onyeka Okongwu,ATL,4.6,1,1,1,-1.40756461,0.886029424,-1.00754497,-1.822079917,2.145533988,-1.144082834,0.374031295,-0.412711333,-0.099804817,C
Onyeka Okongwu,ATL,8.2,2,1,1,-0.68111447,1.174235226,-0.659506816,-0.658683648,3.301896808,-1.275608109,0.370930761,-0.412711333,-0.099804817,C
Onyeka Okongwu,ATL,9.9,3,1,1,0.04533567,1.462441027,-0.709226552,-0.337746747,2.596319494,-1.068925535,1.266985115,-0.412711333,-0.099804817,C
Onyeka Okongwu,ATL,10.2,4,1,1,0.77178581,1.750646828,-0.560067343,-0.016809845,2.517922014,-1.331976084,1.04374666,-0.412711333,-0.099804817,C
Onyeka Okongwu,ATL,13.4,5,1,1,1.49823595,2.038852629,-0.062869979,0.304127056,1.733947221,-0.655560385,1.840583922,-0.412711333,-0.099804817,C
P.J. Washington,CHO,12.2,1,0,1,-1.40756461,0.597823623,-0.162309452,0.625063958,0.028802046,-0.411299161,-0.382499024,-1.267341261,-0.099804817,PF
P.J. Washington,CHO,12.9,2,0,1,-0.68111447,0.886029424,0.036569494,0.6518087,0.068000785,-0.260984561,0.473248386,-1.267341261,-0.099804817,PF
P.J. Washington,CHO,10.3,3,0,1,0.04533567,1.174235226,-0.062869979,0.21052046,0.832376209,-0.97497891,0.944529569,-1.267341261,-0.099804817,C
P.J. Washington,CHO,15.7,4,0,1,0.77178581,1.462441027,-0.013150242,0.932628489,-0.069194803,-0.035512662,1.239080308,-1.267341261,-0.099804817,PF
P.J. Washington,CHO,13.6,5,0,1,1.49823595,1.750646828,-0.112589715,0.477967878,-0.010396694,0.077223288,0.104284829,-1.267341261,-0.099804817,PF
P.J. Washington,DAL,11.7,5,0,1,1.49823595,1.750646828,-0.46062787,0.879139005,-0.4611822,-0.843453635,0.969333842,-1.267341261,-0.099804817,PF
Patrick Williams,CHI,9.2,1,2,1,-1.40756461,0.886029424,-0.510347606,0.304127056,0.322792593,-1.106504184,0.653079364,0.441918596,-0.099804817,PF
Patrick Williams,CHI,9,2,2,1,-0.68111447,1.174235226,-0.758946288,-0.110416441,1.792745331,-1.238029459,0.398835568,0.441918596,-0.099804817,PF
Patrick Williams,CHI,10.2,3,2,1,0.04533567,1.462441027,-0.609787079,0.35761654,0.597183771,-0.956189585,0.529058,0.441918596,-0.099804817,PF
Patrick Williams,CHI,10,4,2,1,0.77178581,1.750646828,-0.46062787,0.223892831,0.146398265,-0.78708566,-0.165461638,0.441918596,-0.099804817,PF
Patrick Williams,CHI,9,5,2,1,1.49823595,2.038852629,-0.212029188,-0.0836717,-0.657175898,-0.730717685,1.902594604,0.441918596,-0.099804817,PF
RJ Barrett,NYK,14.3,1,0,0,-1.40756461,0.597823623,0.08628923,0.638436329,-1.303955103,0.603324387,0.507354261,-1.267341261,-0.929047312,SG
RJ Barrett,NYK,17.6,2,0,0,-0.68111447,0.886029424,0.285168176,1.24019302,-0.206390392,0.490588437,-0.357694751,-1.267341261,-0.929047312,SG
RJ Barrett,NYK,20,3,0,0,0.04533567,1.174235226,0.285168176,1.186703536,-0.676775268,1.279740086,-0.32668941,-1.267341261,-0.929047312,SF
RJ Barrett,NYK,19.6,4,0,0,0.77178581,1.462441027,0.185728703,1.106469311,-0.284787872,1.016689536,0.085681624,-1.267341261,-0.929047312,SG
Romeo Langford,BOS,2.5,1,4,2,-1.40756461,0.597823623,-1.00754497,-1.8755694,-2.185926745,-1.688973258,0.758497523,2.151178454,0.729437677,SG
Romeo Langford,BOS,3.1,2,4,2,-0.68111447,0.886029424,-0.858385761,-1.327302193,-2.146728006,-1.782919883,0.454645182,2.151178454,0.729437677,SG
Romeo Langford,BOS,4.7,3,4,2,0.04533567,1.174235226,-1.00754497,-1.220323226,-0.50038094,-1.463501359,-0.066244546,2.151178454,0.729437677,SG
Romeo Langford,SAS,6.9,4,4,2,0.77178581,1.462441027,-0.609787079,-0.805779728,-0.42198346,-1.01255756,1.425112354,2.151178454,0.729437677,SG
Rui Hachimura,WAS,13.5,1,1,0,-1.40756461,0.597823623,-0.311468661,0.598319216,-0.206390392,-0.336141861,1.83128232,-0.412711333,-0.929047312,PF
Rui Hachimura,WAS,13.8,2,1,0,-0.68111447,0.886029424,-0.510347606,0.785532409,0.068000785,-0.505245786,2.231251219,-0.412711333,-0.929047312,PF
Rui Hachimura,WAS,11.3,3,1,0,0.04533567,1.174235226,-0.659506816,-0.417980972,0.65598188,0.020855313,0.101184295,-0.412711333,-0.929047312,PF
Rui Hachimura,LAL,9.6,4,1,0,0.77178581,1.462441027,-0.858385761,-0.431353343,0.146398265,-0.63677106,1.378604342,-0.412711333,-0.929047312,PF
Rui Hachimura,WAS,13,4,1,0,0.77178581,1.462441027,-0.609787079,-0.177278296,0.244395114,0.415431137,0.522856932,-0.412711333,-0.929047312,PF
Rui Hachimura,LAL,13.6,5,1,0,1.49823595,1.750646828,-0.609787079,0.170403347,1.616351002,-0.430088486,1.211175501,-0.412711333,-0.929047312,PF
Stanley Johnson,DET,8.1,1,1,2,-1.40756461,-0.554999581,-0.410908134,-0.337746747,-1.67634313,-0.223405911,-0.534425195,-0.412711333,0.729437677,SF
Stanley Johnson,DET,4.4,2,1,2,-0.68111447,-0.26679378,-0.510347606,-1.046482405,-2.146728006,-1.125293509,-0.605737479,-0.412711333,0.729437677,SF
Stanley Johnson,DET,8.7,3,1,2,0.04533567,0.021412021,-0.410908134,0.237265202,-1.284355733,-0.82466431,-0.224371785,-0.412711333,0.729437677,SF
Stanley Johnson,DET,7.5,4,1,2,0.77178581,0.309617822,-0.560067343,-0.752290245,-1.245156993,-0.317352536,0.125988567,-0.412711333,0.729437677,SF
Stanley Johnson,NOP,5.3,4,1,2,0.77178581,0.309617822,-0.410908134,-1.594749611,-0.970765816,-0.073091312,1.989409559,-0.412711333,0.729437677,SF
Stanley Johnson,TOR,2.4,5,1,2,1.49823595,0.597823623,-0.808666025,-2.624422171,-1.793939349,0.434220462,1.152265353,-0.412711333,0.729437677,PF
T.J. Warren,PHO,6.1,1,1,1,-1.40756461,-0.843205383,-0.908105498,-1.367419306,0.107199525,-0.561613761,-0.084847751,-0.412711333,-0.099804817,SF
T.J. Warren,PHO,11,2,1,1,-0.68111447,-0.554999581,-0.758946288,-0.377863859,0.068000785,-0.167037936,0.594169216,-0.412711333,-0.099804817,SF
T.J. Warren,PHO,14.4,3,1,1,0.04533567,-0.26679378,-0.659506816,0.718670554,-0.127992913,-0.298563211,1.046847194,-0.412711333,-0.099804817,SF
T.J. Warren,PHO,19.6,4,1,1,0.77178581,0.021412021,-0.560067343,0.986117972,-0.088794173,0.772428312,1.136762683,-0.412711333,-0.099804817,SF
T.J. Warren,PHO,18,5,1,1,1.49823595,0.309617822,-0.46062787,0.79890478,0.67558125,0.359063162,1.139863217,-0.412711333,-0.099804817,SF
Taurean Prince,ATL,5.7,1,3,0,-1.40756461,-0.26679378,-0.758946288,-1.206950855,-0.637576529,-0.67434971,0.088782158,1.296548525,-0.929047312,SF
Taurean Prince,ATL,14.1,2,3,0,-0.68111447,0.021412021,0.08628923,0.584946845,0.068000785,0.246327213,0.398835568,1.296548525,-0.929047312,SF
Taurean Prince,ATL,13.5,3,3,0,0.04533567,0.309617822,-0.162309452,0.344244169,0.577584401,-0.242195236,2.197145343,1.296548525,-0.929047312,SF
Taurean Prince,BRK,12.1,4,3,0,0.77178581,0.597823623,-0.311468661,0.451223136,-0.951166446,-0.073091312,1.310392592,1.296548525,-0.929047312,PF
Thon Maker,MIL,4,1,3,3,-1.40756461,-0.26679378,-1.00754497,-2.102899706,0.244395114,-0.561613761,-0.770065786,1.296548525,1.558680172,C
Thon Maker,MIL,4.8,2,3,3,-0.68111447,0.021412021,-0.908105498,-1.193578484,-0.911967706,-1.162872159,-0.137556831,1.296548525,1.558680172,C
Thon Maker,DET,5.5,3,3,3,0.04533567,0.309617822,-0.758946288,-0.83252447,-0.617977159,-1.331976084,0.125988567,1.296548525,1.558680172,PF
Thon Maker,MIL,4.7,3,3,3,0.04533567,0.309617822,-0.957825234,-1.862197029,0.009202676,-0.843453635,1.890192468,1.296548525,1.558680172,C
Thon Maker,DET,4.7,4,3,3,0.77178581,0.597823623,-0.858385761,-1.701728579,0.71477999,-0.881032285,0.119787499,1.296548525,1.558680172,C
Trae Young,ATL,19.1,1,0,0,-1.40756461,0.309617822,2.820874733,0.705298183,-0.127992913,1.430054685,2.197145343,-1.267341261,-0.929047312,PG
Trae Young,ATL,29.6,2,0,0,-0.68111447,0.597823623,3.417511569,1.293682503,0.969571798,2.651360808,1.800276979,-1.267341261,-0.929047312,PG
Trae Young,ATL,25.3,3,0,0,0.04533567,0.886029424,3.467231306,1.079724569,0.851975579,2.294363633,0.374031295,-1.267341261,-0.929047312,PG
Trae Young,ATL,28.4,4,0,0,0.77178581,1.174235226,3.616390515,1.24019302,1.126366756,2.557414183,0.370930761,-1.267341261,-0.929047312,PG
Trae Young,ATL,26.2,5,0,0,1.49823595,1.462441027,3.864989197,1.226820649,0.538385661,2.219206334,1.266985115,-1.267341261,-0.929047312,PG
Trey Lyles,UTA,6.1,1,2,2,-1.40756461,-0.554999581,-0.858385761,-1.113344259,-0.559179049,-0.542824436,-1.80254364,0.441918596,0.729437677,PF
Trey Lyles,UTA,6.2,2,2,2,-0.68111447,-0.26679378,-0.709226552,-1.247067968,-1.59794565,0.171169913,-1.669220674,0.441918596,0.729437677,PF
Trey Lyles,DEN,9.9,3,2,2,0.04533567,0.021412021,-0.609787079,-0.872641583,0.891174318,0.058433963,0.06707842,0.441918596,0.729437677,PF
Trey Lyles,DEN,8.5,4,2,2,0.77178581,0.309617822,-0.510347606,-1.086599517,-0.892368336,0.490588437,0.315121147,0.441918596,0.729437677,PF
Trey Lyles,SAS,6.4,5,2,2,1.49823595,0.597823623,-0.659506816,-0.725545503,0.224795744,-1.350765409,1.136762683,0.441918596,0.729437677,PF
Tyler Herro,MIA,13.5,1,2,1,-1.40756461,0.597823623,-0.112589715,0.237265202,0.087600155,0.283905863,0.380232363,0.441918596,-0.099804817,SG
Tyler Herro,MIA,15.1,2,2,1,-0.68111447,0.886029424,0.484047122,0.625063958,-0.049595434,0.509377762,-0.118953626,0.441918596,-0.099804817,SG
Tyler Herro,MIA,20.7,3,2,1,0.04533567,1.174235226,0.78236554,0.932628489,0.303193223,1.505211985,-0.292583535,0.441918596,-0.099804817,SG
Tyler Herro,MIA,20.1,4,2,1,0.77178581,1.462441027,0.881805013,1.24019302,0.401190073,0.903953586,-0.221271251,0.441918596,-0.099804817,SG
Tyler Herro,MIA,20.8,5,2,1,1.49823595,1.750646828,1.030964222,1.052979827,0.244395114,1.317318735,-0.184064842,0.441918596,-0.099804817,SG
Wendell Carter Jr.,CHI,10.3,1,1,0,-1.40756461,0.309617822,-0.311468661,-0.056926958,-0.088794173,-0.317352536,0.566264409,-0.412711333,-0.929047312,C
Wendell Carter Jr.,CHI,11.3,2,1,0,-0.68111447,0.597823623,-0.609787079,0.477967878,0.871574948,-0.82466431,0.925926364,-0.412711333,-0.929047312,C
Wendell Carter Jr.,CHI,10.9,3,1,0,0.04533567,0.886029424,-0.112589715,-0.110416441,0.636382511,-0.317352536,0.653079364,-0.412711333,-0.929047312,C
Wendell Carter Jr.,ORL,11.7,3,1,0,0.04533567,0.886029424,-0.410908134,0.116913864,0.068000785,-0.242195236,0.525957466,-0.412711333,-0.929047312,C
Wendell Carter Jr.,ORL,15,4,1,0,0.77178581,1.174235226,0.185728703,0.571574474,1.087168017,0.020855313,0.693386307,-0.412711333,-0.929047312,PF
Wendell Carter Jr.,ORL,15.2,5,1,0,1.49823595,1.462441027,-0.062869979,0.531457362,1.479155413,-0.054301987,0.677883637,-0.412711333,-0.929047312,C
Willie Cauley-Stein,SAC,7,1,2,3,-1.40756461,-0.554999581,-0.908105498,-0.565077052,0.832376209,-1.425922709,0.987937046,0.441918596,1.558680172,C
Willie Cauley-Stein,SAC,8.1,2,2,3,-0.68111447,-0.26679378,-0.659506816,-0.899386325,0.244395114,-0.204616586,-0.63674282,0.441918596,1.558680172,C
Willie Cauley-Stein,SAC,12.8,3,2,3,0.04533567,0.021412021,-0.013150242,0.317499427,-0.323986611,0.189959238,-0.611938547,0.441918596,1.558680172,C
Willie Cauley-Stein,SAC,11.9,4,2,3,0.77178581,0.309617822,-0.013150242,0.223892831,0.401190073,-0.617981736,1.986309025,0.441918596,1.558680172,C
Willie Cauley-Stein,GSW,7.9,5,2,3,1.49823595,0.597823623,-0.46062787,-0.364491489,0.538385661,-1.200450809,1.105757342,0.441918596,1.558680172,C
Zach Collins,POR,4.4,1,2,3,-1.40756461,0.021412021,-0.808666025,-1.313929823,-1.382352582,-1.01255756,-0.112752558,0.441918596,1.558680172,C
Zach Collins,POR,6.6,2,2,3,-0.68111447,0.309617822,-0.758946288,-1.073227146,0.322792593,-0.78708566,0.770899659,0.441918596,1.558680172,C
Zach Collins,SAS,7.8,3,2,3,0.04533567,1.174235226,-0.112589715,-1.033110034,0.949972428,-0.298563211,0.941429035,0.441918596,1.558680172,C
Zach Collins,SAS,11.6,4,2,3,0.77178581,1.462441027,0.23544844,-0.364491489,1.047969277,0.077223288,1.425112354,0.441918596,1.558680172,C
Zach LaVine,MIN,10.1,1,2,0,-1.40756461,-0.843205383,0.583486594,-0.123788812,-0.598377789,0.227537888,-0.627441218,0.441918596,-0.929047312,PG
Zach LaVine,MIN,14,2,2,0,-0.68111447,-0.554999581,0.334887912,0.317499427,0.048401416,0.509377762,-0.394901161,0.441918596,-0.929047312,SG
Zach LaVine,MIN,18.9,3,2,0,0.04533567,-0.26679378,0.285168176,1.54775755,0.597183771,0.171169913,-0.618139615,0.441918596,-0.929047312,SG
Zach LaVine,CHI,16.7,4,2,0,0.77178581,0.021412021,0.285168176,0.223892831,-0.911967706,1.63673726,0.364729693,0.441918596,-0.929047312,SG
Zach LaVine,CHI,23.7,5,2,0,1.49823595,0.309617822,1.030964222,1.186703536,0.557985031,1.824630509,0.566264409,0.441918596,-0.929047312,SG
Zion Williamson,NOP,22.5,1,1,0,-1.40756461,0.597823623,-0.162309452,0.290754686,1.381158564,1.824630509,1.989409559,-0.412711333,-0.929047312,PF
Zion Williamson,NOP,27,2,1,0,-0.68111447,0.886029424,0.633206331,1.012862714,2.027937769,1.693105235,0.950730637,-0.412711333,-0.929047312,PF
Zion Williamson,NOP,26,3,1,0,0.04533567,1.462441027,1.080683959,0.986117972,2.086735878,1.805841184,0.653079364,-0.412711333,-0.929047312,PF
Zion Williamson,NOP,22.9,4,1,0,0.77178581,1.750646828,1.279562904,0.785532409,1.263562345,1.67431591,0.380232363,-0.412711333,-0.929047312,PF
Zion Williamson,NOP,24.6,5,1,0,1.49823595,2.038852629,1.428722113,0.397733653,1.067568647,2.613782158,0.711989512,-0.412711333,-0.929047312,PF
